Site,PSC_total,SR_total,PD_total,SRp_total,PSC.rare,SR.rare,PSC.abund,SR.abund,PD.rare,SRp.rare,PD.abund,SRp.abund
S01,-1.93564043329233,NA,-7.83520161793372,NA,1.36334550041896,NA,-5.97714930348765,NA,0.964758754289792,NA,-9.32376694173543,NA
S02,-5.54933860280619,NA,-8.3393410778476,NA,0.744712100453091,NA,-4.52079555243935,NA,1.4641617013841,NA,-7.79199852056118,NA
S03,-5.32906565597179,NA,-8.68318382497673,NA,-0.298515779409664,NA,-4.64650760020318,NA,-0.742939705864249,NA,-7.86960107149535,NA
S04,-2.19355817734359,NA,-5.37157161164077,NA,1.93102828589454,NA,-5.53554904200259,NA,3.59342537098972,NA,-7.95448573533459,NA
S06,0.50255030330981,NA,0.235212959516212,NA,3.99140020454387,NA,-3.70714170266009,NA,6.29430486304509,NA,-6.58946658359946,NA
S07,0.875265636885272,NA,-1.01405298398905,NA,3.99089859855188,NA,-4.25566576723066,NA,6.32472215116591,NA,-8.45502572677896,NA
