Site,PSC_total,SR_total,PD_total,SRp_total,PSC.rare,SR.rare,PSC.abund,SR.abund,PD.rare,SRp.rare,PD.abund,SRp.abund
S01,-0.389966655250585,3.3635910354046,0.10659300398907,3.3635910354046,-0.387234946617233,-0.33768818667403,-0.761792846515633,2.82845725231537,-1.53698899019153,-0.33768818667403,-0.291558931388631,2.82845725231537
S02,-2.41029701671868,-5.86308333864497,-6.63212064408483,-5.86308333864497,-1.12701465311461,-1.48338253359208,0.0675797767965698,-4.57389775384845,-2.64155816253741,-1.48338253359208,-2.40491071130356,-4.57389775384845
S03,-4.24321291130204,-7.71446758503623,-8.83001770632899,-7.71446758503623,-1.94275541509095,-2.27874553483138,1.14523284440134,-5.69621020227606,-4.89405119800255,-2.27874553483138,-2.02601518233194,-5.69621020227606
S04,0.299928206371916,-2.04374148617427,-1.94797293312183,-2.04374148617427,-0.302997090883963,0.0803734921233979,-1.27521519154398,-2.45774227419654,-0.0877019409144024,0.0803734921233979,-1.55450160475014,-2.45774227419654
S06,0.320375348001488,7.67564489978224,8.95185926783704,7.67564489978224,-0.78017635580982,4.65005645061325,1.30968807334532,5.14512597799175,5.70432729032743,4.65005645061325,5.11625627926799,5.14512597799175
S07,1.90324520977205,3.3610027715135,4.4129656398979,3.3610027715135,2.3245214316048,-0.402430749076851,0.74188115950629,2.36080324991554,1.88175624671346,-0.402430749076851,0.234497817905086,2.36080324991554
