OTU	S01	S02	S03	S04	S05	S06	S07	S08	S09	S10	Chloroplast	S01_RARE	S02_RARE	S03_RARE	S04_RARE	S05_RARE	S06_RARE	S07_RARE	S08_RARE	S09_RARE	S10_RARE	S01_ABUN	S02_ABUN	S03_ABUN	S04_ABUN	S05_ABUN	S06_ABUN	S07_ABUN	S08_ABUN	S09_ABUN	S10_ABUN	TOTAL_RARE	TOTAL_ABUN
3b9f9c742780f106aee426276912fdb3	33	95	0	21	88	0	0	82	0	340	0	0	0	0	0	0	0	0	0	0	0	33	95	0	21	88	0	0	82	0	340	0	659
e5521512407e393a8fda9656ce5637c1	46	62	27	116	58	38	92	209	0	11	0	0	0	0	0	0	0	0	0	0	0	46	62	27	116	58	38	92	209	0	11	0	659
93fbd404a9178ca8823e0361464a595d	40	153	31	70	56	24	48	226	0	10	0	0	0	0	0	0	0	0	0	0	0	40	153	31	70	56	24	48	226	0	10	0	658
002693fb9a752d460becce1cc9582031	0	0	188	0	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	470	0	0	0	0	0	0	658
a789e0c8f7affd1a395aeaef6e5fc973	153	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	505	0	0	0	0	0	0	0	0	0	658
efd89390d68a703f1e27b763f34c41c2	0	45	407	0	86	0	69	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	407	0	86	0	69	38	0	0	0	645
422cc698981e74c1dcfa15888b6f148b	158	173	0	53	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	173	0	53	0	261	0	0	0	0	0	645
b89fc97ea679e5a033d4e0fcc8c00d13	74	228	67	90	42	37	86	18	0	0	0	0	0	0	0	0	0	0	0	0	0	74	228	67	90	42	37	86	18	0	0	0	642
779a14ef50c7377ffdee9d2852cb038c	0	0	0	72	0	0	46	385	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	46	385	0	137	0	640
398dfbf61bda088ceed3b680674a1698	0	25	543	0	33	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	543	0	33	0	36	0	0	0	0	637
33ce35640b00c3cf67b8c2642905a2e8	0	0	0	0	603	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603	33	0	0	0	0	0	636
582ee8e89d663027b4d26042febf2dbf	76	112	18	111	24	52	78	113	48	0	0	0	0	0	0	0	0	0	0	0	0	76	112	18	111	24	52	78	113	48	0	0	632
d1995d714627a3c9d8ad7d5b34b00607	218	10	0	49	10	46	279	12	0	0	0	0	0	0	0	0	0	0	0	0	0	218	10	0	49	10	46	279	12	0	0	0	624
08fe26309300ce4bd1e497d2de49c5e5	20	32	239	27	184	23	62	36	0	0	0	0	0	0	0	0	0	0	0	0	0	20	32	239	27	184	23	62	36	0	0	0	623
76e02469bae118d838c1bc9006248e7b	0	110	167	0	171	86	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	167	0	171	86	86	0	0	0	0	620
755c4937f07f2e5f94d8640b46e7ceb8	0	27	21	0	0	0	0	7	0	564	0	0	0	0	0	0	0	0	0	0	0	0	27	21	0	0	0	0	7	0	564	0	619
85d2dec1d7d0f0287f1037d2729b3f27	138	130	51	94	21	121	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	130	51	94	21	121	62	0	0	0	0	617
dc64798edafdceac968a50e3f40906bc	0	0	0	0	0	0	104	336	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	336	0	177	0	617
a6bb8e4b4ab513b51e79f94d6d51e682	14	0	0	0	0	0	0	105	497	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	105	497	0	0	616
9301b6a4fc252058f3e4782dcf7a9be4	62	133	52	124	85	101	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	133	52	124	85	101	56	0	0	0	0	613
8bf9845040b325554cbf7eface7b088b	0	0	32	0	52	0	0	0	0	526	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	52	0	0	0	0	526	0	610
632c781036a863f10889cf95b4dc8188	35	0	182	0	131	36	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	182	0	131	36	224	0	0	0	0	608
a66af5ac183613ee2539c4c4bff556cb	75	143	0	178	10	24	50	105	11	9	0	0	0	0	0	0	0	0	0	0	0	75	143	0	178	10	24	50	105	11	9	0	605
90e08d3b73a77f0234b795dba42690ca	228	54	0	130	12	22	38	115	0	0	0	0	0	0	0	0	0	0	0	0	0	228	54	0	130	12	22	38	115	0	0	0	599
d625d562d66bb638db57398aba048d98	0	0	89	0	443	43	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	443	43	0	20	0	0	0	595
e9d96eb06d2d6c6ac319dd488336cf47	71	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	522	0	0	0	0	0	0	0	0	0	593
8cbd351e0d6d2710821e97938be1b216	66	74	0	110	237	42	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	66	74	0	110	237	42	0	63	0	0	0	592
b64bd115430c066e6d7f071c12876897	115	107	0	85	69	138	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	107	0	85	69	138	78	0	0	0	0	592
2ae78f2e181ffa996513233840a17a93	36	85	0	24	46	78	41	63	0	211	0	0	0	0	0	0	0	0	0	0	0	36	85	0	24	46	78	41	63	0	211	0	584
da8591eadbfbabe87fc4a37ed3209285	0	0	0	0	0	0	0	0	0	584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	584	0	584
3aded1c25c763de2efc5823cd4169056	54	233	0	32	69	15	122	59	0	0	0	0	0	0	0	0	0	0	0	0	0	54	233	0	32	69	15	122	59	0	0	0	584
f1a280255f7558c328ea4c23bb7441c1	28	51	51	52	248	17	20	110	0	0	0	0	0	0	0	0	0	0	0	0	0	28	51	51	52	248	17	20	110	0	0	0	577
1bd74b12b44256f320efac94ad368df9	27	26	80	50	39	62	216	75	0	0	0	0	0	0	0	0	0	0	0	0	0	27	26	80	50	39	62	216	75	0	0	0	575
eade3d7e88f2bb80753b58676c678f59	2	4	3	0	0	12	3	188	0	363	0	0	0	0	0	0	0	0	0	0	0	2	4	3	0	0	12	3	188	0	363	0	575
7155fe13060cfffaeef8b217569c6a73	0	0	0	0	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	573	0	0	0	0	0	0	573
dedfe1ca4eb56252d322e3ad5542e91a	26	0	55	84	31	0	80	72	0	225	0	0	0	0	0	0	0	0	0	0	0	26	0	55	84	31	0	80	72	0	225	0	573
d8a089b73ae5e8183b79bc8792db7882	62	116	101	41	165	27	45	13	0	0	0	0	0	0	0	0	0	0	0	0	0	62	116	101	41	165	27	45	13	0	0	0	570
ac1fdba64a89dd552bde5854162faa6d	18	0	38	26	433	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	38	26	433	52	0	0	0	0	0	567
292cb21efcaadadc173fe30c2470de37	34	186	164	58	64	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	186	164	58	64	0	60	0	0	0	0	566
ffa8726a8c17e8ca7a7379b710d04fb2	21	25	101	110	239	29	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	25	101	110	239	29	39	0	0	0	0	564
f79b0f87063fd4fd5ab37f7fe1be2f4e	0	29	274	0	194	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	274	0	194	0	66	0	0	0	0	563
75753a13e779829ea7e2b0219f53e8e1	45	130	0	104	0	20	32	54	141	37	0	0	0	0	0	0	0	0	0	0	0	45	130	0	104	0	20	32	54	141	37	0	563
e7ebfaa4ef5877d760bd65ab2a2065e4	0	0	42	0	42	0	86	150	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	42	0	86	150	0	239	0	559
55d45c245d79a6c5c3d5bbb19ec0f71a	23	62	78	30	38	32	162	125	0	0	0	0	0	0	0	0	0	0	0	0	0	23	62	78	30	38	32	162	125	0	0	0	550
f149f731572ef16d8e9c40fcc8525e23	23	0	0	0	46	0	57	183	17	224	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	46	0	57	183	17	224	0	550
c22b5f7a9d80776aea7249b1f582c3a8	78	143	44	65	59	74	64	20	0	0	0	0	0	0	0	0	0	0	0	0	0	78	143	44	65	59	74	64	20	0	0	0	547
48ce04a26ce9a36d9bfaf0c3f1cc9f67	0	0	0	0	0	0	35	162	320	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	162	320	30	0	547
0928a02a29d8146d7c05a6554a51aaee	36	0	0	12	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	12	497	0	0	0	0	0	0	545
9292bbd59b9fcda109706016946ebd68	57	200	85	54	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	200	85	54	148	0	0	0	0	0	0	544
b9045a439961a7318e18cdea2a287c73	0	245	123	0	50	29	69	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	123	0	50	29	69	27	0	0	0	543
1d1421de2894e0b05e409fb654543e04	22	0	0	0	380	100	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	380	100	0	40	0	0	0	542
51591611feab6b31bfb83a9e6414f477	70	41	30	53	68	54	55	96	74	0	0	0	0	0	0	0	0	0	0	0	0	70	41	30	53	68	54	55	96	74	0	0	541
263567f26daa046f072bc9ff0ff47481	15	137	0	0	368	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	137	0	0	368	21	0	0	0	0	0	541
e9e88faf11ff051f4c0b1b20aebe1a0e	75	152	45	52	119	39	41	17	0	0	0	0	0	0	0	0	0	0	0	0	0	75	152	45	52	119	39	41	17	0	0	0	540
fcd371d96003dd528d8abf0da1a1c5cb	0	0	0	0	0	0	0	0	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536	0	0	536
9a0bae9f1bb3066be9092894857b5269	212	0	0	30	24	28	137	96	0	5	0	0	0	0	0	0	0	0	0	0	0	212	0	0	30	24	28	137	96	0	5	0	532
ead874176ffbc132b1f0fa5d07a181e2	0	93	0	116	0	0	0	198	99	26	0	0	0	0	0	0	0	0	0	0	0	0	93	0	116	0	0	0	198	99	26	0	532
66257be7368a8219c15cfb608a68d32d	145	260	0	82	0	11	12	22	0	0	0	0	0	0	0	0	0	0	0	0	0	145	260	0	82	0	11	12	22	0	0	0	532
b6d88d463c23fccbb4332ef50a8919ee	58	0	0	0	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	471	0	0	0	0	0	0	529
8e54b583d74558d1e0006ddd3fb44ee2	79	124	87	48	58	44	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	124	87	48	58	44	88	0	0	0	0	528
b05b32443e1aacb0a793df4518482dc5	5	0	0	3	0	0	25	0	0	495	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	25	0	0	495	0	528
18f7a46a037989524098c775761bee83	142	73	30	42	0	48	55	136	0	0	0	0	0	0	0	0	0	0	0	0	0	142	73	30	42	0	48	55	136	0	0	0	526
162e6c7ad5932e668fa0375d66a2e937	0	0	0	20	478	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	478	25	0	0	0	0	0	523
8b85a4143aa5cde47a5e18df4c06009e	61	142	45	14	169	0	39	53	0	0	0	0	0	0	0	0	0	0	0	0	0	61	142	45	14	169	0	39	53	0	0	0	523
b295f4068dae7128eef960b11344511a	85	172	3	43	0	7	111	77	0	24	0	0	0	0	0	0	0	0	0	0	0	85	172	3	43	0	7	111	77	0	24	0	522
454e828fe50e863d39c46a89df1dea55	17	0	0	0	418	53	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	418	53	0	31	0	0	0	519
fe50841f5137f5c556e12ab058c3053c	0	102	247	44	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	247	44	126	0	0	0	0	0	0	519
f2b2a1ae05677597142ab02fb7f626d6	0	54	18	29	22	32	104	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	18	29	22	32	104	259	0	0	0	518
f5d5749fa5166e964b6a1caf55c54e8e	0	0	148	0	320	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	320	45	0	0	0	0	0	513
5cdf703c44c2eb064c7da5ca0d0fddd9	35	227	12	39	3	48	80	11	0	56	0	0	0	0	0	0	0	0	0	0	0	35	227	12	39	3	48	80	11	0	56	0	511
f8634c7bfb983a7a3efba4223c5066d8	0	0	0	0	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	509	0	0	0	0	0	0	509
8c589d6da5df24d68bb6ac8e6e943729	75	203	0	0	18	0	63	146	0	0	0	0	0	0	0	0	0	0	0	0	0	75	203	0	0	18	0	63	146	0	0	0	505
dc3e8ec4bf46555597f8dbd111aa4d48	0	0	0	0	285	0	0	163	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	163	56	0	0	504
268d50a7dacabf87b41baad1b3151d72	0	0	434	5	55	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434	5	55	0	8	0	0	0	0	502
7400ad529ebc315e85da6d802add463c	61	12	0	15	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	12	0	15	414	0	0	0	0	0	0	502
edb8de3ab72ab17106f915d89c4d9d90	59	182	29	84	92	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	182	29	84	92	55	0	0	0	0	0	501
cfd84d804d39903839668f6baff1a5db	21	33	0	29	0	10	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	21	33	0	29	0	10	0	0	0	406	0	499
835e9252c52d3f61847a76badd185a6b	33	41	25	15	74	24	27	34	0	224	0	0	0	0	0	0	0	0	0	0	0	33	41	25	15	74	24	27	34	0	224	0	497
37f6761fceaf338717cc388dd8db1c93	41	99	10	47	0	179	110	8	0	0	0	0	0	0	0	0	0	0	0	0	0	41	99	10	47	0	179	110	8	0	0	0	494
0d3ea6e34f319420532ceb8f08510d92	18	71	18	37	27	0	42	281	0	0	0	0	0	0	0	0	0	0	0	0	0	18	71	18	37	27	0	42	281	0	0	0	494
abf3e154f31e4d7a376b5fa801e50aad	164	256	0	0	0	30	31	12	0	0	0	0	0	0	0	0	0	0	0	0	0	164	256	0	0	0	30	31	12	0	0	0	493
e2243975fbbff9eb03f14db5f700ad35	34	124	0	20	0	47	254	11	2	0	0	0	0	0	0	0	0	0	0	0	0	34	124	0	20	0	47	254	11	2	0	0	492
1abbaca852d1e1bec23c54ae993239a6	0	0	79	70	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	70	343	0	0	0	0	0	0	492
3cfa068e3dbc403528ec6d5106e320a7	85	93	0	0	144	79	48	42	0	0	0	0	0	0	0	0	0	0	0	0	0	85	93	0	0	144	79	48	42	0	0	0	491
58d6f0693e5ce47b924d53b870960571	26	0	52	18	46	0	0	37	97	214	0	0	0	0	0	0	0	0	0	0	0	26	0	52	18	46	0	0	37	97	214	0	490
408261937c99f8c2b10769678ff2961d	0	0	0	0	0	21	0	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	469	0	0	0	490
1f69b695682702bb0a9872c94e4291e8	69	163	5	23	0	134	91	4	0	0	0	0	0	0	0	0	0	0	0	0	0	69	163	5	23	0	134	91	4	0	0	0	489
a03d16f168733ce8097e4797a092100b	0	104	20	56	15	44	33	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	104	20	56	15	44	33	0	0	215	0	487
3353b06ec7e6cb15d0b8b7de6d0a68e1	17	0	138	0	247	31	37	17	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	138	0	247	31	37	17	0	0	0	487
f41b182dd112ef9a223ca62e1d3f1880	0	0	0	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	0	0	0	0	0	0	484
f9bde41c81b5e0d9007b1b105bdbe00f	22	28	0	97	61	30	26	82	0	134	0	0	0	0	0	0	0	0	0	0	0	22	28	0	97	61	30	26	82	0	134	0	480
09224f7c1dd8c31d770d04745479a1e4	232	69	0	0	0	24	16	44	0	95	0	0	0	0	0	0	0	0	0	0	0	232	69	0	0	0	24	16	44	0	95	0	480
159385ba5379a5e4def40f0e9abeb044	28	82	0	133	61	86	20	27	42	0	0	0	0	0	0	0	0	0	0	0	0	28	82	0	133	61	86	20	27	42	0	0	479
80dd6b3d730db6262c817c9fc54e3272	123	301	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	301	0	55	0	0	0	0	0	0	0	479
53e4ab05c7ac6a156b61aad0609923a3	97	149	0	121	0	75	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	149	0	121	0	75	36	0	0	0	0	478
29e1a698fd7d5116217dc934eb44b173	0	0	0	0	0	0	0	51	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	425	0	0	476
a3b6c5509c73be5b1cdf10cbb11dab9f	36	78	45	31	203	22	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	78	45	31	203	22	60	0	0	0	0	475
fb5f524a1b6552800477a06d074df00e	0	0	0	0	0	0	0	300	35	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	35	140	0	475
56fe64f43a9488d7e03f5f2c15ea525e	35	202	0	25	123	24	25	40	0	0	0	0	0	0	0	0	0	0	0	0	0	35	202	0	25	123	24	25	40	0	0	0	474
6081bf87e735ac5b117306d93ced9069	57	65	25	37	0	124	112	19	0	31	0	0	0	0	0	0	0	0	0	0	0	57	65	25	37	0	124	112	19	0	31	0	470
c8ceaa24643744313336c650b57f822e	0	89	269	0	60	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	269	0	60	0	0	46	0	0	0	464
b7f7b5fb1d20cf50ce1007c8a82c83ea	0	0	0	0	0	0	0	20	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	444	0	0	464
996ffc54e7c58da3b76f01210386fd67	42	57	0	49	0	204	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	57	0	49	0	204	110	0	0	0	0	462
c138d8418b577a43d4b7854fc9f2ffd5	0	0	220	0	230	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	230	11	0	0	0	0	0	461
613d0d4c2d1c93c4476fdf93116e8eaf	34	0	43	73	21	34	62	16	0	177	0	0	0	0	0	0	0	0	0	0	0	34	0	43	73	21	34	62	16	0	177	0	460
31df8a759be73ec5d0404a19dd29def0	438	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	0	0	0	0	16	0	0	0	0	0	454
2452390fbb5efd19cacf1dda9afc7876	7	0	0	0	0	0	0	0	0	444	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	444	0	451
5cd06c50f994afd7b0e555df119d254a	47	122	92	40	0	33	36	80	0	0	0	0	0	0	0	0	0	0	0	0	0	47	122	92	40	0	33	36	80	0	0	0	450
bd5da868fcab442d5770e731c0be1fd2	79	90	0	54	0	114	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	90	0	54	0	114	111	0	0	0	0	448
52ebabbafcaee95b5bccec856f62fb9a	70	43	43	27	46	113	88	18	0	0	0	0	0	0	0	0	0	0	0	0	0	70	43	43	27	46	113	88	18	0	0	0	448
bfedbde7375914a716e3bcd8d7f583d0	42	0	0	0	366	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	366	39	0	0	0	0	0	447
1bd4bb5e9b85d11380dcf5a8aadc72b1	32	0	0	0	133	0	164	54	63	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	133	0	164	54	63	0	0	446
db3f0de186f61ad2221fa8d06466af71	61	75	22	172	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	75	22	172	114	0	0	0	0	0	0	444
aeab099e15f0b3f001251174000b3777	64	53	52	51	0	68	60	96	0	0	0	0	0	0	0	0	0	0	0	0	0	64	53	52	51	0	68	60	96	0	0	0	444
102f14d940d5d714f735ef1e971154c8	53	119	0	46	0	86	130	8	0	0	0	0	0	0	0	0	0	0	0	0	0	53	119	0	46	0	86	130	8	0	0	0	442
ecaf64ba6c4cbc761f740ac868333e0d	0	0	0	0	379	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	63	0	0	0	0	0	442
21f3dff237e6e055d798cbbadded5107	0	63	68	50	0	159	62	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	68	50	0	159	62	40	0	0	0	442
bff07cf9213f8f38f2f4e1442da75b03	72	157	0	39	0	0	0	158	16	0	0	0	0	0	0	0	0	0	0	0	0	72	157	0	39	0	0	0	158	16	0	0	442
6a9a04158d0a161cf747a0e1f5d6b57d	37	81	0	0	0	0	0	32	0	291	0	0	0	0	0	0	0	0	0	0	0	37	81	0	0	0	0	0	32	0	291	0	441
63a1694a5eaacdc0dd966403e907e809	0	0	0	188	39	17	34	114	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	39	17	34	114	48	0	0	440
973d3e151873bea296c749c6aad2e1f2	43	248	0	20	0	38	33	53	0	3	0	0	0	0	0	0	0	0	0	0	0	43	248	0	20	0	38	33	53	0	3	0	438
ca33df79160d552a313f95d6156da8fd	0	57	0	0	324	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	324	54	0	0	0	0	0	435
f7c7cb023c3d85d2988e2cf6da1b7324	0	58	163	21	131	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	163	21	131	0	62	0	0	0	0	435
a8c95dec933edc3b31cc0ed2cc7dc37e	53	56	43	0	184	72	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	56	43	0	184	72	26	0	0	0	0	434
380e2505e97b152d416acacba4b344dc	35	38	0	46	0	242	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	38	0	46	0	242	72	0	0	0	0	433
4f2d8deff083b0e1277977e7f0d349e5	0	56	15	15	45	21	19	65	0	197	0	0	0	0	0	0	0	0	0	0	0	0	56	15	15	45	21	19	65	0	197	0	433
8b6f7fc5227766e751a1f1dc3e77daec	91	136	0	72	0	80	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	136	0	72	0	80	52	0	0	0	0	431
4428c9f119a0dbc35f02b9012550fae8	0	0	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	0	0	0	0	0	0	0	0	430
7913d1d5a993174098a1ab6727c23867	0	0	49	36	0	0	94	103	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	49	36	0	0	94	103	0	148	0	430
42853dbe5b05f2a977b03a33c86070d4	25	64	24	30	0	84	176	26	0	0	0	0	0	0	0	0	0	0	0	0	0	25	64	24	30	0	84	176	26	0	0	0	429
08c0c951a7a27ac204073c1c364b8ec9	39	48	89	0	219	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	39	48	89	0	219	0	0	0	34	0	0	429
0d7aa59fef8b8dc68ae5b81adedd5218	0	62	51	48	57	0	35	154	0	20	0	0	0	0	0	0	0	0	0	0	0	0	62	51	48	57	0	35	154	0	20	0	427
9841fd34664568d100c2e7020d1dc5b5	27	32	0	73	13	40	116	42	0	83	0	0	0	0	0	0	0	0	0	0	0	27	32	0	73	13	40	116	42	0	83	0	426
1b1ffba047ca557e64723677f0e4e174	0	0	0	0	398	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	24	0	0	0	0	0	422
d6238325af0ec0f856526e524cce14cd	0	139	78	53	52	0	62	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	78	53	52	0	62	36	0	0	0	420
574c47558510e8b1e49f265a4a37bc31	40	138	0	54	0	48	106	19	0	14	0	0	0	0	0	0	0	0	0	0	0	40	138	0	54	0	48	106	19	0	14	0	419
b2338734415095b1b57c824eb5ef2480	0	75	0	40	0	0	293	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	40	0	0	293	10	0	0	0	418
b43149a6a644dcbe013e2c0bb64f73bb	38	74	0	0	31	72	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	74	0	0	31	72	203	0	0	0	0	418
c2f95c1e72d366684106bb6cb6991b77	60	61	46	59	47	39	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	61	46	59	47	39	104	0	0	0	0	416
25bedca2949c9c2153ef715841fd992c	0	46	28	53	20	37	109	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	28	53	20	37	109	123	0	0	0	416
dad02b0a2b9547357f779fe71ff5a735	150	28	37	44	26	65	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	150	28	37	44	26	65	0	65	0	0	0	415
0d80c295956c696e4002db7792561bdd	26	51	4	19	12	137	116	14	0	35	0	0	0	0	0	0	0	0	0	0	0	26	51	4	19	12	137	116	14	0	35	0	414
ea45b925203224ba20bd5e81a660ec8c	0	118	0	0	258	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	258	0	0	38	0	0	0	414
60a9b842fd7f79cf49655eecb38dfc33	16	37	130	56	40	0	92	43	0	0	0	0	0	0	0	0	0	0	0	0	0	16	37	130	56	40	0	92	43	0	0	0	414
252b5554fb996c68fd25c80447072c84	29	69	0	66	0	195	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	69	0	66	0	195	55	0	0	0	0	414
18c0b479f38d35b4c8bb8179a89020d1	21	145	0	0	0	15	16	217	0	0	0	0	0	0	0	0	0	0	0	0	0	21	145	0	0	0	15	16	217	0	0	0	414
9519ebc9f158a995681f6ba24d06cbf8	0	38	44	0	34	0	15	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	38	44	0	34	0	15	0	0	281	0	412
5ab377093e7d6b62f779f9ccd79b1199	26	24	42	17	235	38	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	24	42	17	235	38	30	0	0	0	0	412
128ff667e1535a39b025f9efbea40b92	0	0	9	0	0	0	15	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	15	0	0	387	0	411
de20a98cf55e2d8bca79e7cebf009258	0	0	0	0	0	0	0	0	0	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	0	411
52ae539fc02bb91a88dc573bbe867cb8	22	19	18	24	54	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	19	18	24	54	0	274	0	0	0	0	411
8cdc2b6a713090bd5125b1ccc0f3c2d1	3	39	0	18	0	18	44	0	287	0	0	0	0	0	0	0	0	0	0	0	0	3	39	0	18	0	18	44	0	287	0	0	409
01fa6bb6671a4ac2cc8a38b365b58a23	0	26	0	25	0	21	297	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	25	0	21	297	36	0	0	0	405
0c31de6f2ea0c5b6af12eede3f4b324e	41	41	31	79	15	45	44	51	56	0	0	0	0	0	0	0	0	0	0	0	0	41	41	31	79	15	45	44	51	56	0	0	403
e95c940b5d73cff44e763ef90580d7f7	0	0	0	10	20	0	47	72	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	0	47	72	0	253	0	402
5e0ebac91265dc8b1c1abe6cd0110215	43	266	16	25	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	266	16	25	52	0	0	0	0	0	0	402
