OTU	S01	S02	S03	S04	S05	S06	S07	S08	S09	S10	Chloroplast	S01_RARE	S02_RARE	S03_RARE	S04_RARE	S05_RARE	S06_RARE	S07_RARE	S08_RARE	S09_RARE	S10_RARE	S01_ABUN	S02_ABUN	S03_ABUN	S04_ABUN	S05_ABUN	S06_ABUN	S07_ABUN	S08_ABUN	S09_ABUN	S10_ABUN	TOTAL_RARE	TOTAL_ABUN
508fc69c0c459bf98fef4204381246e7	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
648605f19570a17fec4e104030b6afde	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
65e72cb6ce210e8d5e80ad366d200a1f	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
68c1f43b9cfbe0ed6321c532f4ac8717	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
6f7eae2498857662f5d53bf45266f463	0	0	0	0	0	0	8	0	7	0	0	0	0	0	0	0	0	8	0	7	0	0	0	0	0	0	0	0	0	0	0	15	0
7a80888144d3675cea4676f31fa0d614	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
7ddc4b16f952eb7d5b628053f2bdb5a5	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0	0	0	0	0	0	15	0
85d3f6b3e415144754ef65f4a7b77799	0	11	0	0	0	4	0	0	0	0	0	0	11	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
979e29ea6f0b1290f3c0d184fce895df	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
9efb9798da398d5d86ca402649134b03	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	15	0
a27f999a45397df717d66da805d79edb	5	10	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
b33afa8f8ad4cd6f216b59981f91be77	6	0	0	0	0	0	9	0	0	0	0	6	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
c1fe64c7a6f8dc5896da554c7b92ea00	6	9	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
c2e3c7962de1acb4304adf5b9ef877e1	0	0	0	0	0	0	11	4	0	0	0	0	0	0	0	0	0	11	4	0	0	0	0	0	0	0	0	0	0	0	0	15	0
c6e362a6af63a7778ea09e14910e0fe6	0	0	3	0	0	0	0	12	0	0	0	0	0	3	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	15	0
d619c7f46c9b296fb835a4b58dedf965	2	0	0	0	0	13	0	0	0	0	0	2	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
d8928e1c0f89c1a7ab8b0d1482523352	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
de6073c89468d69b5409a3d42b8ce170	0	10	2	3	0	0	0	0	0	0	0	0	10	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
e28dc28ee693e6df070de341dab756be	0	2	0	0	0	8	5	0	0	0	0	0	2	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
e7459cad10b9d83ac7210b1f4753b5cb	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
e79eff7c5e362367507385584f7903d6	3	4	0	0	0	0	8	0	0	0	0	3	4	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
eaac26cb3889a5b654e17c871b55a059	0	11	0	0	4	0	0	0	0	0	0	0	11	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
efd4815310e4cb6538fa3524ab2c7804	7	6	0	0	0	0	2	0	0	0	0	7	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
f58470addef2d745814810de3dee2b46	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0
d176895e2f37d3671d333b1a8acb86d9	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	15	0
d3b4895ba89aba76543aba10075393f8	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
c496f530de2ef1e80e7b56e5c49712b5	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
8e5117902bf7df2140e8c0a58ca0d78d	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
6c5d941dcedd249a6d34373d8002069f	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
a67699aca0a1c761f6453c1108e518c9	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
502b73c82a38bce55a7080e514510685	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
a8ac92de63080ce04fd5a900a0f1b61c	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0
d6ee71f12719ed35faaa0e65161becfb	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
19b24e3a7c01e451ae4eaf1c55f34ed6	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
8a828af115cdfbc7d9e70212c63dd03b	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
db77c508448b151630c62519a9c8a0d3	3	12	0	0	0	0	0	0	0	0	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
34f2017e7eea1a6d015e512a48af4be4	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
f51b5381dc9d925b9e125ae8cd2f0eb7	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
21b526ac7a8d2c66df7daeb930157190	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
14707a37a51262a1519021fcf7c8d0fd	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	15	0
20fdacae02ffcfa2dbb43c7fbdd402cd	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	15	0
7653547a0ef2cb5c762d677111bc2585	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
087de8b90e5fee56b453b30789ab284b	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
1bdc80e3a80226d8b2ecc1a90d2ba49a	0	0	0	0	0	8	7	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
2a5273d626d42c0bac9f3029219975e4	6	9	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
470284bf4242c3cd4e3808902b864ec6	0	0	0	0	0	0	5	0	0	10	0	0	0	0	0	0	0	5	0	0	10	0	0	0	0	0	0	0	0	0	0	15	0
58322df75bf8afbee3e76ff821b84cc3	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
64edca36bc6afb1bfc6444a1f6c9ddad	0	0	0	6	0	0	9	0	0	0	0	0	0	0	6	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
690d812a1542115fb2d8605478394102	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
90224b55ff7b038f201c993e28aa4064	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0
9bf6e15a6a4eb73b7154a27aa90873b6	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
a2a97c9c93e927c793a9bd5b326e72f5	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
abc9351a9c58fe305ae65ac1a80be5ba	0	5	0	0	0	3	7	0	0	0	0	0	5	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
c1bed5a00b570dd0b447fddca3a2a563	4	0	0	0	0	0	11	0	0	0	0	4	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
fadb222b668676e6a207844a570b7557	0	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
ae0a4628c1fd8223e0e9d55dfb7b3a15	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
438289368d3626275e06707727c7d263	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
0a5d1beed5f83b2e12a434d53681ffa6	0	0	0	7	0	0	7	0	0	0	0	0	0	0	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
15fe699ad199622a8819ebe7651e977d	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
1866067f027bf04aba271c30eaf226e0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
1f956a25576ac802dcc972ce05f490f6	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
23acf8021a9c9dc91093dc9a379b56c5	0	0	0	0	0	9	5	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
2451fba10da541b2d2df8c2c975cd3cb	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
28d7e546c8fda9f3c53d7ef30d36406a	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
29534e487d735a158bc1a2b85137ceb4	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
32e772f9ec3f9a8314e70b3f7abc2797	0	3	0	0	0	0	11	0	0	0	0	0	3	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
422951c4084c5026a6a14ddeab01ebf7	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0
455f5117d8ce1c512c342c42ab7eaf65	0	3	0	0	0	7	4	0	0	0	0	0	3	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
4611fabdba8e9fa2d1e3c98be7a5dbb9	3	0	0	3	0	3	5	0	0	0	0	3	0	0	3	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
4d5e016a261cb1ec7b7883c2076984a7	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0
4e6633e61d191a40f36e2a2e2544b330	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
50960f49dbf571ca4bdbbb0b021da53e	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
55acc287de82b38c766de9af399c0a76	0	0	0	6	0	0	8	0	0	0	0	0	0	0	6	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
5cccc4ef72ee55d26e58f88377bf0601	0	4	7	0	0	0	3	0	0	0	0	0	4	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
66bfcae8e76070f7781a2dd05a72c557	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
6d38f37d49b1782be25027981e4538c6	3	4	0	0	0	0	7	0	0	0	0	3	4	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
6efea3589449977d2c87e62b8890a116	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
76f9e6388067e56af70f09c7c1bb6ece	0	0	0	3	0	11	0	0	0	0	0	0	0	0	3	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
8008a90557b12ddb81a99e152eec0aa5	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
8b9b4c80f68b1bdb19fb4689b041ca9f	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	14	0
8ba816627b1763141fd79355536f7591	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	14	0
91633c407b97286ea3d0df4cc37bc4ac	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
97db2c60af5e78a5eef9931ad3b1223f	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
9a6488240c97c39010248cff571a6c38	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
9f429a9a0209ac03d2f3d4a43b4ce09d	0	9	0	3	0	2	0	0	0	0	0	0	9	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
ae6384a23e4838ce4d049ce7d6ae42cc	4	3	0	0	0	7	0	0	0	0	0	4	3	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
ae962c96e1ed738045ebba7800a85ea3	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
b27915cf88ea6cd76534dbc59b748904	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
c034253f43566b8223ba8d11839d10b1	0	8	0	0	0	0	6	0	0	0	0	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
d97de1ea48a03e251ec5d89368f74de0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
da7dcc7ed1d50e37faeebd43b8623a0f	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
e4a5bb58cf926c676506c3bde8133560	0	0	0	2	0	12	0	0	0	0	0	0	0	0	2	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
eb4b0cba6b603fa259af693ada09f300	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	14	0
ebb5da2e0619b8cef1505b8de8a2166f	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
efa9bd0ff118cd6d98e26bd85eeb0937	0	0	0	0	0	0	8	0	0	6	0	0	0	0	0	0	0	8	0	0	6	0	0	0	0	0	0	0	0	0	0	14	0
efea2ba4b97a238a533d8475f7192a2a	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0
f9c601f3608141a095bbc2a712a4450d	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
0c5f5350b249412cc1047b8e203c1896	0	4	5	0	5	0	0	0	0	0	0	0	4	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
afd6af542e9689ea1e72d7931e2ae72c	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
fa5174c71d3566f051e411cc1367d208	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
8ad53e69a356b5a2f6688c3845d597d9	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
6af9bb8db5df885ec0bc17fbf040dfc8	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
bb892d73fcbce04772db7dc3ad38256d	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	14	0
5594048ca661b6883ae460dc6795d129	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0
ea64e932f476a5f0c842680ebe2d5b30	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	14	0
859d1ac043fa40a1b40749a4e87aa892	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
f34cdb8e0ab4c6a86bcf4c6a2d4fcee5	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
95c99214a824a93f793fe73624eeb680	0	9	0	5	0	0	0	0	0	0	0	0	9	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
babc787d7d50fde59099335bb33f1116	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
244849805b9ad7de301e902ac8a5cfdf	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
29cd0b4df89a87dbedd28372521a022e	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
54310adee7acdb519ecbde817570b841	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	14	0
6d1db9ce37ee12d71734b8e0e68b16bf	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
81685ae9520051246a66c4d4a33bbc03	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0
0ac2f034d31a7ec624af35c57d113ed4	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
d2ddaa58b553b6abef793af8e9963476	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
2be2c805b7250e0f5be413f38715d632	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	14	0
5bc3e7d224659445f1f746322472d13b	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
0764dfd0bf99a89ca28a9733e068d7cc	0	0	0	0	0	11	3	0	0	0	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
19e9ceb2521feb10e165cade21612ee7	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0
2a53b70523ebd45863a5a05fdcf5f102	6	8	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
3365ced5797336441d06e943fa97ce76	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
4633bff2e47d144da5feea59140cf52d	6	0	0	0	0	0	8	0	0	0	0	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
469a15ebc5e6d684ab2caa2ca04d88f6	0	5	0	0	0	0	9	0	0	0	0	0	5	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
49490377f7e6284587e9164e59f71f36	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
6d91c8eae0cd570d4f02d5ed9c071751	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
98d4c4e41ea3f7227debb8db211c4c06	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0
c0e6909a2c9ca7e2523136ca61ffd077	5	0	0	0	0	7	0	0	0	2	0	5	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	14	0
c847d4690b0d55605d2e0c9b8ba7259b	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	14	0
dc17bc7b9e97551f6831c136750b46d2	0	0	3	0	0	4	7	0	0	0	0	0	0	3	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
f6121b33f344da3bd673911562c71b33	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
00d055286558ab5f96fc9edfad4dca02	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
02770ea9cf7ad5dc190759b8a2e1f96f	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
105d3ee9ed0f8311ccffdd816dd5c7e1	0	9	0	0	0	4	0	0	0	0	0	0	9	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
10f2c1fa1ce61254e9412779908a5322	0	4	0	0	0	0	9	0	0	0	0	0	4	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
1a9c80d8c06cc9588d9c2ed0183b0664	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
2284b3ad78f778ac5b5ba0e234254f90	0	4	0	0	0	4	5	0	0	0	0	0	4	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
234c9dc7a4e89bcdf97c617c3f842e21	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
2664cca7b7f34eda201f460d2ec22ddb	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	13	0
2e8436857bc3e0bfff5bbfa0b3a9843f	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
2fbed324ba2e0404974fe234f803ceaa	0	5	0	3	0	5	0	0	0	0	0	0	5	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
317ffcb0ce93d5eff368b75d6fe9d81f	4	0	0	0	0	9	0	0	0	0	0	4	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
336e57a39e7931ef630a53f34bf4f36f	0	2	0	0	0	0	11	0	0	0	0	0	2	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
34f61d3ea5b1dd27659ebcb07a103c07	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
353d5d090b705b96e34b91bba9878624	0	7	0	4	0	2	0	0	0	0	0	0	7	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
3ab8b179f8d6a25e486ea904f22bc121	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
3d9393adf3f653e1123b69142d44a18b	4	9	0	0	0	0	0	0	0	0	0	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
472ed548f128a70ac3010c69ed95cfb2	0	10	0	0	0	3	0	0	0	0	0	0	10	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
506b072c506ae4ea28333328a78c0440	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
55504fb5f1330657cdb085bc5ad70980	6	2	0	0	0	5	0	0	0	0	0	6	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
5a51211f25e5ea6d5b06a28092b480aa	0	4	0	0	0	9	0	0	0	0	0	0	4	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
631843bd64a167d6cf265d3ae16c54ee	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	13	0
65a50afe89069a00fb57cf25b620bfaf	0	2	0	0	0	7	4	0	0	0	0	0	2	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
671be3827f0e682bb2a762ddc7196f30	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	13	0
67f3b90811476453afefc66dc63ff2b8	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
6e39bfdbef4477610310744a47bdf26c	0	6	2	0	0	0	5	0	0	0	0	0	6	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
