Feature ID	Taxon	Confidence
c2717645d6d577abc6a5c2460cc62235	D_0__Bacteria	0.9372403909228821
4491fc755a0790632f863c68e3f807f5	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia	0.9977215387863162
fd03fa33b5288eab39e9962fbc09ce3f	D_0__Bacteria;D_1__Spirochaetes;D_2__Spirochaetia;D_3__Spirochaetales;D_4__Spirochaetaceae;D_5__Spirochaeta 2	0.9977374311287137
308c2a9af7d07abd0ecd144ca71ed17e	D_0__Bacteria	0.7298067602253602
6990c477b2aac7f32ddb59f9b18ba0e4	D_0__Bacteria;D_1__Spirochaetes;D_2__Spirochaetia;D_3__Spirochaetales;D_4__Spirochaetaceae;D_5__Sediminispirochaeta	0.9852316625202729
f6bd48a74ba4e158aac92eb3375c5256	D_0__Bacteria	0.9999999874161248
865cd1f6a02fae795bba53f24ce222e5	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfobacterales;D_4__Desulfobacteraceae	0.8111525834177175
767892b0de7df1dd3e014f8eef96e892	D_0__Bacteria;D_1__Tenericutes;D_2__Mollicutes;D_3__Izimaplasmatales;D_4__Izimaplasmataceae;Ambiguous_taxa;Ambiguous_taxa	0.9982905671944716
e4cfcfb64ae9326ef3ed91f0b67b57b2	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Flavobacterium	0.9389136148415881
e3b79488135b5031af359721a44f72e0	D_0__Bacteria;D_1__Fibrobacteres;D_2__Fibrobacteria;D_3__Fibrobacterales	0.7523984069744194
5a1e65f0d7c506d861831bb4b8387eca	D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__SBR1031	0.7091235092556787
63663feb3075abf48aea2a7d5e446553	D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Kaiserbacteria;D_4__uncultured organism;D_5__uncultured organism;D_6__uncultured organism	0.7411503874502708
b44706e7664a07367ccd40b37afb9e5a	D_0__Bacteria;D_1__Cyanobacteria;D_2__Melainabacteria;D_3__Gastranaerophilales	0.8111607117654829
a4b3f47daf40fa8ba07d0ef4e5491601	D_0__Bacteria;D_1__Fibrobacteres;D_2__Fibrobacteria;D_3__Fibrobacterales;D_4__B122;D_5__uncultured bacterium;D_6__uncultured bacterium	0.7286117569514293
526fe664e14ff9b4c71ee81313ed6b98	D_0__Bacteria;D_1__Atribacteria;D_2__JS1;D_3__uncultured organism;D_4__uncultured organism;D_5__uncultured organism;D_6__uncultured organism	0.9995080150443173
034565eb79827a38cafb0971aa4c7c4a	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Heliobacteriaceae	0.9997075056499802
5354a21ed7496c54a9ce7a1c9cc7239b	D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Kaiserbacteria;D_4__uncultured organism;D_5__uncultured organism;D_6__uncultured organism	0.8570687705371268
e9039c6c21bc53f5093ca40640c45836	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.9990997213263585
d5914f566378e5a5abcb7d3d2ed2d675	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__SM1A07;D_4__uncultured organism;D_5__uncultured organism;D_6__uncultured organism	0.9999961506062698
59dc0469c3a518d8d42ac5dc0de3527b	D_0__Bacteria;D_1__Gemmatimonadetes;D_2__S0134 terrestrial group;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.8470945985569893
1b65921031816112b3d2fe95ba8765a5	D_0__Bacteria;D_1__Proteobacteria	0.7125976523198824
3aa2267315c294afb6319993236be4b9	D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia;D_3__Saccharimonadales	0.9999366958629691
d34ae3ff3d33a0a4d9d7622e0c8d7685	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	0.7898209629921605
f2bddef8ff2307e58095a51d2fc206e8	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__ML635J-40 aquatic group	0.9296437898111635
b0c98e7ee06ef945aa268fe86fa88f3d	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia	0.8999012960128775
1fe51859367e052de5249562d653326b	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bradymonadales	0.9614452081613649
0eeaec592f142d81c4afd614df1ec00e	D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Kaiserbacteria	0.842995915579372
fff2acaa84027c5e09b5ce60c25ade6e	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__E6aC02	0.9998529517869285
81b21e4910020988803f9a00906ae516	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia	0.9995440605275976
3f978a009217d0d2b9177a0fc4ed64e0	D_0__Bacteria;D_1__Spirochaetes;D_2__Spirochaetia;D_3__Spirochaetales;D_4__Spirochaetaceae;D_5__Sediminispirochaeta	0.827756695877927
